reserveRatio,availableShipsRatio,defenseReinforceRatio,defensePriorityBase,neutralHorizon,enemyGrowthWeight,attackPriorityForLargestEnemy,vulnerabilityPenalty,sourceMinShips,maxAttackDistance,internalRedistributionDistance,internalRedistributionShips,defensiveOverkillMargin,attackOverkillMargin,winRate,gamesPlayed,timestamp
0.2554082484169616,0.7374626173138302,0.7092046142386055,985.5322662510232,52,5.0,72.72407865451116,19.11464339647105,2,36,19,23,6,5,0.55,20,2025-05-16 03:40:10
0.31239942547311267,0.7650815000236575,0.7469834254685873,948.7155927004038,57,5.0,60.043830830040584,19.07306293441078,2,39,12,21,5,5,0.45,20,2025-05-16 03:40:10
0.22433376543745778,0.8535605183051856,0.8596989800477639,988.3975883822403,54,5.0,54.61434847133988,33.45641237241064,2,37,20,23,6,4,0.65,20,2025-05-16 03:40:10
0.3034487191045847,0.7943034752059173,0.6632767114363564,1280.8911570106238,37,5.0,81.10463262563134,17.20286958543769,2,30,17,26,6,4,0.55,20,2025-05-16 03:40:10
0.2061451261982611,0.7422569115790317,0.7346437966654871,860.0460242529522,51,8.818098513780878,89.86074648753215,24.289229310000415,2,39,22,12,5,5,0.1,20,2025-05-16 03:40:10
0.4136783608795337,0.8164203887093683,0.8127089662930606,1485.0195089098277,26,5.0,76.63450474609627,5.702404969786594,2,45,15,30,8,5,0.75,20,2025-05-16 03:40:10
0.182012002236662,0.7556735036227119,0.8098529859744955,678.6548455638102,55,5.927703041031885,100.0,20.91800244262016,2,36,26,13,5,5,0.1,20,2025-05-16 03:40:10
0.11254754700879882,0.8097137054792735,0.7749288745281204,1032.7344893285112,58,5.0,79.74340742266806,33.54471661209304,2,54,22,26,6,6,0.5,20,2025-05-16 03:40:11
0.1751604424122479,0.8304628072270716,0.627548281989087,1004.0219411932403,30,5.0,76.16315978726443,21.803978800714376,2,32,21,22,9,5,0.3,20,2025-05-16 03:40:11
0.10999015004315661,0.7433656250540488,0.7431048172573468,838.6802688690595,54,5.0,100.0,21.196142227538587,2,30,22,10,5,4,0.0,20,2025-05-16 03:40:11
0.4136783608795337,0.8164203887093683,0.8127089662930606,1485.0195089098277,26,5.0,76.63450474609627,5.702404969786594,2,45,15,30,8,5,0.7,20,2025-05-16 03:40:11
0.22433376543745778,0.8535605183051856,0.8596989800477639,988.3975883822403,54,5.0,54.61434847133988,33.45641237241064,2,37,20,23,6,4,0.4,20,2025-05-16 03:40:11
0.2415418398227217,0.6118292324985162,0.5916458542089964,1083.9595643010814,37,5.0,57.55264525071065,23.155121358010817,2,41,27,24,5,5,0.85,20,2025-05-16 03:40:11
0.1,0.7793462350866516,0.7497970516910086,596.0434558933248,25,5.5366767978023645,90.77018603024821,5.226462060588187,2,30,10,19,8,7,0.4,20,2025-05-16 03:40:11
0.449458754959845,0.7899748650118896,0.9251744010420844,1431.126792408691,36,7.430454410946965,87.74178282118697,18.086928527527686,2,39,12,18,6,3,0.4,20,2025-05-16 03:40:11
0.31239942547311267,0.8164203887093683,0.7469834254685873,948.7155927004038,26,5.0,76.63450474609627,19.07306293441078,2,45,12,30,5,5,0.6,20,2025-05-16 03:40:11
0.37288833748250716,0.7675753586780346,0.7046909319816602,1555.3466632973887,25,5.0,70.7498930725827,6.377399550699279,2,41,12,14,10,4,0.15,20,2025-05-16 03:40:11
