reserveRatio,availableShipsRatio,defenseReinforceRatio,defensePriorityBase,neutralHorizon,enemyGrowthWeight,attackPriorityForLargestEnemy,vulnerabilityPenalty,sourceMinShips,maxAttackDistance,internalRedistributionDistance,internalRedistributionShips,defensiveOverkillMargin,attackOverkillMargin,winRate,gamesPlayed,timestamp
0.25294572226342976,0.7349983182635218,0.6906199784409751,1010.7454327006395,52,5.0,74.00695471427515,19.531537783542053,2,36,19,23,6,5,0.7,100,2025-05-16 04:17:31
0.2554082484169616,0.7374626173138302,0.7092046142386055,938.1086307212021,53,5.0,72.72407865451116,19.11464339647105,2,36,19,23,6,5,0.69,100,2025-05-16 04:17:33
0.2554082484169616,0.7347089152629723,0.7124419211227384,938.1086307212021,52,5.0,72.72407865451116,19.11358241913258,2,36,19,23,6,5,0.69,100,2025-05-16 04:17:34
0.2554082484169616,0.7374626173138302,0.7092046142386055,985.5322662510232,52,5.0,72.72407865451116,19.11464339647105,2,36,19,23,6,5,0.67,100,2025-05-16 04:17:30
0.25847197626410545,0.735029439136223,0.7038235198388701,977.6737575570477,52,5.0,73.05469729735405,19.056515377498954,2,36,19,23,6,5,0.65,100,2025-05-16 04:17:31
0.25847197626410545,0.735029439136223,0.7038235198388701,977.6737575570477,52,5.0,73.05469729735405,19.056515377498954,2,36,19,23,6,5,0.65,100,2025-05-16 04:17:33
0.25566875873538947,0.7462458998244283,0.7003580933983865,958.0233132146561,52,5.0,72.24371656820428,19.118442666421736,2,36,19,23,6,5,0.64,100,2025-05-16 04:17:30
0.25088541744384923,0.7347089152629723,0.7060901717076867,981.1747926382442,52,5.0,72.1886537365444,18.59472453670453,2,36,19,23,6,5,0.64,100,2025-05-16 04:17:31
0.25847197626410545,0.735029439136223,0.7003580933983865,977.6737575570477,52,5.0,73.05469729735405,19.118442666421736,2,36,19,23,6,5,0.63,100,2025-05-16 04:17:32
0.25352280930042126,0.7355334197988462,0.7037633121246228,985.5562544060336,52,5.016023798682784,73.64847069021724,18.513784339689508,2,36,19,23,6,5,0.61,100,2025-05-16 04:17:31
