reserveRatio,availableShipsRatio,defenseReinforceRatio,defensePriorityBase,neutralHorizon,enemyGrowthWeight,attackPriorityForLargestEnemy,vulnerabilityPenalty,sourceMinShips,maxAttackDistance,internalRedistributionDistance,internalRedistributionShips,defensiveOverkillMargin,attackOverkillMargin,winRate,gamesPlayed,timestamp
0.2,0.8,0.75,1000.0,50,10.0,50.0,20.0,2,50,20,20,5,5,0.95,20,2025-05-16 03:39:00
0.20377968558904416,0.766142179149022,0.7709312328546107,1277.0131559655895,41,8.769894989463056,48.54433126172469,22.46285018265339,1,47,21,11,5,6,0.9,20,2025-05-16 03:39:00
0.2954211152900414,0.8634404861935067,0.7986008047982944,780.736124965567,43,9.287311603582578,58.288315843501806,31.15551898385575,2,39,20,16,4,7,0.95,20,2025-05-16 03:39:01
0.22966126318341784,0.8221790272803021,0.8812401263285443,739.3825024967205,49,10.114944394510768,60.152297541690416,38.714893232860234,2,39,15,16,6,7,0.8,20,2025-05-16 03:39:01
0.23501475234536545,0.8090666263014591,0.6361797558332242,867.5157379937243,53,9.21741298913344,74.30050061245066,22.3243384045732,2,46,19,20,6,5,0.95,20,2025-05-16 03:39:01
0.2554082484169616,0.7374626173138302,0.7092046142386055,985.5322662510232,52,5.0,72.72407865451116,19.11464339647105,2,36,19,23,6,5,1.0,20,2025-05-16 03:39:01
0.27973646198400837,0.8413646815626763,0.6867695181127381,1145.417979004029,41,5.0,60.29028694479878,23.17872791088166,1,57,21,10,5,7,0.95,20,2025-05-16 03:39:01
0.3704232458363526,0.8882155749074571,0.558347025204247,1003.8646726078242,65,7.333191538125262,79.0409114094967,22.126129881728506,2,55,25,21,6,5,0.95,20,2025-05-16 03:39:01
0.20753449614058597,0.7896214782508412,0.7873783839156024,944.1551910633227,41,11.504108925404864,66.50268161175902,19.00772489783411,2,42,20,14,5,7,0.9,20,2025-05-16 03:39:01
0.16052402593691445,0.7964941205941105,0.8860032036393117,803.7561583621824,36,11.52090063496462,77.79305373113803,43.54387171733474,2,39,14,18,8,7,1.0,20,2025-05-16 03:39:01
0.2554082484169616,0.7374626173138302,0.7092046142386055,985.5322662510232,52,5.0,72.72407865451116,19.11464339647105,2,36,19,23,6,5,1.0,20,2025-05-16 03:39:02
0.16052402593691445,0.7964941205941105,0.8860032036393117,803.7561583621824,36,11.52090063496462,77.79305373113803,43.54387171733474,2,39,14,18,8,7,0.85,20,2025-05-16 03:39:02
0.2914588455927909,0.7973902285433303,0.95,500.0,49,13.346258728766216,61.20188427159829,17.436899380473406,2,56,32,21,8,7,0.95,20,2025-05-16 03:39:02
0.16052402593691445,0.7964941205941105,0.6867695181127381,803.7561583621824,36,11.52090063496462,60.29028694479878,23.17872791088166,1,57,21,10,8,7,1.0,20,2025-05-16 03:39:02
0.24347342166717098,0.6920380668281931,0.5915421222803687,993.7258610750955,57,5.0,95.81390314456829,15.716522052259903,2,56,20,23,5,4,1.0,20,2025-05-16 03:39:02
0.2385210903412317,0.8573241157134602,0.8177043305627159,878.1166854612788,59,9.646398719551051,82.43210691714262,26.647527804792546,2,54,15,17,5,4,0.75,20,2025-05-16 03:39:02
0.2954211152900414,0.8634404861935067,0.75,1000.0,43,10.0,58.288315843501806,20.0,2,50,20,20,4,7,0.95,20,2025-05-16 03:39:02
0.2554082484169616,0.7374626173138302,0.7092046142386055,780.736124965567,43,5.0,58.288315843501806,19.11464339647105,2,36,19,16,4,7,0.95,20,2025-05-16 03:39:02
0.20753449614058597,0.7896214782508412,0.7873783839156024,944.1551910633227,52,11.504108925404864,66.50268161175902,19.00772489783411,2,42,19,23,6,5,0.9,20,2025-05-16 03:39:02
0.3214371517502815,0.6977778515951439,0.7326831879185584,911.3944411079585,38,5.0,94.3767280113556,11.406871581720345,2,30,15,23,6,3,1.0,20,2025-05-16 03:39:02
