reserveRatio,availableShipsRatio,defenseReinforceRatio,defensePriorityBase,neutralHorizon,enemyGrowthWeight,attackPriorityForLargestEnemy,vulnerabilityPenalty,sourceMinShips,maxAttackDistance,internalRedistributionDistance,internalRedistributionShips,defensiveOverkillMargin,attackOverkillMargin,winRate,gamesPlayed,timestamp
0.26027125360094144,0.741762653933374,0.7090422905916728,1010.4816356138972,52,5.1330755921520925,72.33018387867259,19.13154821910733,2,36,19,23,6,5,0.82,100,2025-05-16 04:17:29
0.25896875884682047,0.7427975477564208,0.7080818402513697,971.4283510350065,52,5.0,73.44652443713991,18.931591294496535,2,36,19,23,6,5,0.81,100,2025-05-16 04:17:30
0.2518125301402512,0.7404173922843981,0.713444449674541,1010.4816356138972,52,5.056250714418231,72.97126208479298,19.13154821910733,2,36,19,23,6,5,0.8,100,2025-05-16 04:17:28
0.26027125360094144,0.741762653933374,0.7090422905916728,975.5494999820816,52,5.1330755921520925,72.33018387867259,19.438675940339497,2,36,19,23,6,5,0.8,100,2025-05-16 04:17:29
0.24754015679463054,0.7404173922843981,0.713444449674541,1010.4816356138972,52,5.30282962823896,72.8740286150918,18.513585904359985,2,36,19,23,6,5,0.8,100,2025-05-16 04:17:30
0.26027125360094144,0.741762653933374,0.7090422905916728,971.4283510350065,52,5.1330755921520925,73.44652443713991,18.931591294496535,2,36,19,23,6,5,0.79,100,2025-05-16 04:17:30
0.25896875884682047,0.7427975477564208,0.7080818402513697,971.4283510350065,52,5.0,73.44652443713991,18.931591294496535,2,36,19,23,6,5,0.77,100,2025-05-16 04:17:29
0.24754015679463054,0.7402059401018664,0.7127729841542811,1010.9321331973672,52,5.30282962823896,72.8740286150918,18.513585904359985,2,36,19,23,6,5,0.76,100,2025-05-16 04:17:29
0.26027125360094144,0.741762653933374,0.7090422905916728,975.5494999820816,52,5.1330755921520925,72.33018387867259,19.438675940339497,2,36,19,23,6,5,0.76,100,2025-05-16 04:17:29
0.2518125301402512,0.7374626173138302,0.713444449674541,1010.4816356138972,52,5.056250714418231,72.72407865451116,19.13154821910733,2,36,19,23,6,5,0.75,100,2025-05-16 04:17:30
