reserveRatio,availableShipsRatio,defenseReinforceRatio,defensePriorityBase,neutralHorizon,enemyGrowthWeight,attackPriorityForLargestEnemy,vulnerabilityPenalty,sourceMinShips,maxAttackDistance,internalRedistributionDistance,internalRedistributionShips,defensiveOverkillMargin,attackOverkillMargin,winRate,gamesPlayed,timestamp
0.2978005302827412,0.7630211541345311,0.8001986468350238,738.606795425217,82,11.60953414831195,30.46812269209424,19.891108972109834,2,59,26,23,7,2,0.6,20,2025-05-16 04:21:22
0.34430130317488983,0.7665959444539052,0.7539405102349956,852.4304227092636,76,13.309527004680113,20.925116264417184,20.098384682838798,2,62,23,22,8,3,0.35,20,2025-05-16 04:21:22
0.2969446064864538,0.7298180874672923,0.7600030473178329,1133.7220707860945,82,11.04283204510041,46.7941887830097,10.5655900564221,2,58,22,23,7,1,0.45,20,2025-05-16 04:21:22
0.3045796107172487,0.8036729432895797,0.7508045516489505,606.2433075645115,53,12.293309570845762,36.29141119800759,26.426248648215896,2,68,23,26,8,3,0.5,20,2025-05-16 04:21:22
0.295729277926118,0.7363006835410633,0.8058659410927749,509.7211807551156,67,16.68944443597949,27.980245972841374,30.40399520285065,2,72,34,27,7,2,0.6,20,2025-05-16 04:21:22
0.30364321155863144,0.7484407920722498,0.6365200669004345,500.0,44,11.163121303333304,20.333830129798944,19.559940553843123,2,68,22,36,10,4,0.6,20,2025-05-16 04:21:22
0.254109315960493,0.9401601527067288,0.6617760640983001,857.9082087130935,65,12.258361445720654,36.93329051964999,39.97436195442697,2,63,26,33,8,2,0.65,20,2025-05-16 04:21:22
0.3438096573150625,0.95,0.5588241323974091,930.4504176018844,55,11.974350764134257,58.973829147615646,34.84759641864131,2,65,34,35,6,2,0.75,20,2025-05-16 04:21:22
0.23209942854477375,0.8970542283723195,0.6372322185701897,943.3233391589213,71,13.370756887160672,20.0,25.83253994677876,2,76,33,26,9,3,0.6,20,2025-05-16 04:21:22
0.17235621523741113,0.8657470395588882,0.6368256811230127,698.3700336998133,71,13.61289683573751,21.30552967856874,25.075939427237184,2,80,31,32,8,3,0.4,20,2025-05-16 04:21:22
0.3438096573150625,0.95,0.5588241323974091,930.4504176018844,55,11.974350764134257,58.973829147615646,34.84759641864131,2,65,34,35,6,2,0.55,20,2025-05-16 04:21:22
0.254109315960493,0.9401601527067288,0.6617760640983001,857.9082087130935,65,12.258361445720654,36.93329051964999,39.97436195442697,2,63,26,33,8,2,0.65,20,2025-05-16 04:21:22
0.2978005302827412,0.7630211541345311,0.8001986468350238,509.7211807551156,82,16.68944443597949,27.980245972841374,30.40399520285065,2,72,34,23,7,2,0.75,20,2025-05-16 04:21:22
