reserveRatio,availableShipsRatio,defenseReinforceRatio,defensePriorityBase,neutralHorizon,enemyGrowthWeight,attackPriorityForLargestEnemy,vulnerabilityPenalty,sourceMinShips,maxAttackDistance,internalRedistributionDistance,internalRedistributionShips,defensiveOverkillMargin,attackOverkillMargin,winRate,gamesPlayed,timestamp
0.2,0.8,0.75,1000.0,50,10.0,50.0,20.0,2,50,20,20,5,5,0.9,20,2025-05-16 03:05:40
0.23435106994266347,0.8318510095998651,0.6911004707913408,1179.6750287523287,31,9.751443140262392,53.51103833656345,21.893283109021088,2,45,17,20,5,5,0.95,20,2025-05-16 03:05:41
0.2058994511264485,0.7721450394680806,0.7130926242910743,962.6272136715072,44,9.957947620083797,53.278882460358695,15.700665855385093,2,46,20,23,6,5,0.95,20,2025-05-16 03:05:41
0.1976596758462198,0.7678349463963589,0.657029263113205,923.3260785948854,44,10.3753590332106,56.30705181894915,15.755095690239688,2,48,19,23,6,6,0.95,20,2025-05-16 03:05:41
0.12507329496330427,0.6804965844696139,0.6671674849681097,932.4521914112146,49,7.092811196944044,58.146596135092594,9.65652472014682,2,51,19,25,6,5,1.0,20,2025-05-16 03:05:41
0.25476565999319667,0.8632612417897615,0.6479233461382811,1110.8798629697676,34,7.660821711515935,43.950609771213166,26.06069687851846,2,43,17,22,5,6,1.0,20,2025-05-16 03:05:41
0.19112050128604177,0.7498381129831158,0.825350120108989,1318.9530239506644,54,9.31662997445887,50.0783057306449,21.84306527693304,2,46,23,17,7,5,1.0,20,2025-05-16 03:05:41
0.17840850997355634,0.9158870910954067,0.6950553518340106,1124.1743060549338,40,6.278646200277665,34.44112849921228,23.686052095938237,2,50,19,21,5,6,0.85,20,2025-05-16 03:05:41
0.10165789029677404,0.95,0.7100542340047812,1182.0573017978106,37,5.481541444594111,37.2762534205446,22.505749514912907,2,52,23,21,5,6,0.9,20,2025-05-16 03:05:41
0.2145483437116351,0.8498002265074232,0.7654982325728592,1275.8173703771624,57,10.179764037770335,62.79556465655388,16.941664934370184,2,59,19,21,5,6,0.95,20,2025-05-16 03:05:42
0.12507329496330427,0.6804965844696139,0.6671674849681097,932.4521914112146,49,7.092811196944044,58.146596135092594,9.65652472014682,2,51,19,25,6,5,1.0,20,2025-05-16 03:05:42
0.25476565999319667,0.8632612417897615,0.6479233461382811,1110.8798629697676,34,7.660821711515935,43.950609771213166,26.06069687851846,2,43,17,22,5,6,0.9,20,2025-05-16 03:05:42
0.1976596758462198,0.8318510095998651,0.657029263113205,923.3260785948854,44,10.3753590332106,56.30705181894915,15.755095690239688,2,48,19,20,5,6,0.95,20,2025-05-16 03:05:42
