Agent,Category,Range,Games,Wins,Losses,Draws,WinRate,AvgDuration
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Small (10-15),87,17,70,0,19,54,3,17
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Medium (16-22),98,17,81,0,17,35,6,48
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Large (23-30),115,43,72,0,37,39,10,43
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Slow (2.0-3.0),89,24,65,0,26,97,7,41
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Medium (3.1-4.0),86,19,67,0,22,09,7,71
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Fast (4.1-5.0),87,22,65,0,25,29,6,73
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Low (0.02-0.08),61,17,44,0,27,87,6,43
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Medium (0.09-0.15),106,27,79,0,25,47,7,91
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,High (0.16-0.20),73,19,54,0,26,03,5,41
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Low Neutral (0.20-0.28),85,24,61,0,28,24,7,52
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Medium Neutral (0.29-0.32),88,18,70,0,20,45,7,18
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,High Neutral (0.33-0.40),64,18,46,0,28,13,5,90
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Short (400-800),112,39,73,0,34,82,5,58
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Medium (801-1200),121,28,93,0,23,14,6,77
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Long (1201-1500),67,10,57,0,14,93,9,93
EvoAgent-200-20-0.5-true,Planet Count,Small (10-15),74,27,47,0,36,49,2,75
EvoAgent-200-20-0.5-true,Planet Count,Medium (16-22),113,26,87,0,23,01,6,84
EvoAgent-200-20-0.5-true,Planet Count,Large (23-30),113,33,80,0,29,20,8,33
EvoAgent-200-20-0.5-true,a« Speed,Slow (2.0-3.0),102,30,72,0,29,41,7,88
EvoAgent-200-20-0.5-true,Transporter Speed,Medium (3.1-4.0),76,23,53,0,30,26,5,98
EvoAgent-200-20-0.5-true,Transporter Speed,Fast (4.1-5.0),84,19,65,0,22,62,5,29
EvoAgent-200-20-0.5-true,Growth Rate,Low (0.02-0.08),70,21,49,0,30,00,6,06
EvoAgent-200-20-0.5-true,Growth Rate,Medium (0.09-0.15),99,25,74,0,25,25,7,23
EvoAgent-200-20-0.5-true,Growth Rate,High (0.16-0.20),75,23,52,0,30,67,5,70
EvoAgent-200-20-0.5-true,Neutral Ratio,Low Neutral (0.20-0.28),91,25,66,0,27,47,6,90
EvoAgent-200-20-0.5-true,Neutral Ratio,Medium Neutral (0.29-0.32),81,24,57,0,29,63,6,92
EvoAgent-200-20-0.5-true,Neutral Ratio,High Neutral (0.33-0.40),70,22,48,0,31,43,5,85
EvoAgent-200-20-0.5-true,Game Duration,Short (400-800),106,15,91,0,14,15,5,43
EvoAgent-200-20-0.5-true,Game Duration,Medium (801-1200),127,44,83,0,34,65,6,17
EvoAgent-200-20-0.5-true,Game Duration,Long (1201-1500),67,27,40,0,40,30,8,33
StrategicAgent-10-10-50,Planet Count,Small (10-15),87,36,51,0,41,38,4,74
StrategicAgent-10-10-50,Planet Count,Medium (16-22),110,62,48,0,56,36,11,08
StrategicAgent-10-10-50,Planet Count,Large (23-30),103,43,60,0,41,75,16,90
StrategicAgent-10-10-50,Transporter Speed,Slow (2.0-3.0),91,42,49,0,46,15,13,27
StrategicAgent-10-10-50,Transporter Speed,Medium (3.1-4.0),89,40,49,0,44,94,12,03
StrategicAgent-10-10-50,Transporter Speed,Fast (4.1-5.0),78,37,41,0,47,44,9,36
StrategicAgent-10-10-50,Growth Rate,Low (0.02-0.08),53,29,24,0,54,72,9,93
StrategicAgent-10-10-50,Growth Rate,Medium (0.09-0.15),101,47,54,0,46,53,10,40
StrategicAgent-10-10-50,Growth Rate,High (0.16-0.20),77,34,43,0,44,16,12,29
StrategicAgent-10-10-50,Neutral Ratio,Low Neutral (0.20-0.28),99,41,58,0,41,41,12,12
StrategicAgent-10-10-50,Neutral Ratio,Medium Neutral (0.29-0.32),78,37,41,0,47,44,12,28
StrategicAgent-10-10-50,Neutral Ratio,High Neutral (0.33-0.40),62,27,35,0,43,55,9,95
StrategicAgent-10-10-50,Game Duration,Short (400-800),109,54,55,0,49,54,9,81
StrategicAgent-10-10-50,Game Duration,Medium (801-1200),121,57,64,0,47,11,11,32
StrategicAgent-10-10-50,Game Duration,Long (1201-1500),70,30,40,0,42,86,13,32
StrategicAgentImproved-H100,Planet Count,Small (10-15),88,88,0,0,100,00,3,95
StrategicAgentImproved-H100,Planet Count,Medium (16-22),117,114,3,0,97,44,9,56
StrategicAgentImproved-H100,Planet Count,Large (23-30),95,94,1,0,98,95,20,72
StrategicAgentImproved-H100,Transporter Speed,Slow (2.0-3.0),96,93,3,0,96,88,14,92
StrategicAgentImproved-H100,Transporter Speed,Medium (3.1-4.0),87,87,0,0,100,00,11,35
StrategicAgentImproved-H100,Transporter Speed,Fast (4.1-5.0),95,94,1,0,98,95,8,98
StrategicAgentImproved-H100,Growth Rate,Low (0.02-0.08),50,50,0,0,100,00,11,40
