Agent,Category,Range,Games,Wins,Losses,Draws,WinRate,AvgDuration
Better Random Agent,Planet Count,Small (10-15),169,17,152,0,10,06,0,78
Better Random Agent,Planet Count,Medium (16-22),206,10,196,0,4,85,2,23
Better Random Agent,Planet Count,Large (23-30),225,13,212,0,5,78,3,89
Better Random Agent,Transporter Speed,Slow (2.0-3.0),177,19,158,0,10,73,3,54
Better Random Agent,Transporter Speed,Medium (3.1-4.0),181,9,172,0,4,97,2,30
Better Random Agent,Transporter Speed,Fast (4.1-5.0),178,7,171,0,3,93,1,70
Better Random Agent,Growth Rate,Low (0.02-0.08),124,2,122,0,1,61,2,39
Better Random Agent,Growth Rate,Medium (0.09-0.15),221,16,205,0,7,24,2,94
Better Random Agent,Growth Rate,High (0.16-0.20),141,15,126,0,10,64,1,92
Better Random Agent,Neutral Ratio,Low Neutral (0.20-0.28),180,12,168,0,6,67,2,21
Better Random Agent,Neutral Ratio,Medium Neutral (0.29-0.32),169,9,160,0,5,33,2,51
Better Random Agent,Neutral Ratio,High Neutral (0.33-0.40),121,12,109,0,9,92,2,48
Better Random Agent,Game Duration,Short (400-800),202,12,190,0,5,94,1,59
Better Random Agent,Game Duration,Medium (801-1200),217,16,201,0,7,37,2,46
Better Random Agent,Game Duration,Long (1201-1500),181,12,169,0,6,63,3,39
Careful Random Agent,Planet Count,Small (10-15),171,73,98,0,42,69,0,87
Careful Random Agent,Planet Count,Medium (16-22),189,69,120,0,36,51,1,91
Careful Random Agent,Planet Count,Large (23-30),240,66,174,0,27,50,4,45
Careful Random Agent,Transporter Speed,Slow (2.0-3.0),192,55,137,0,28,65,3,46
Careful Random Agent,Transporter Speed,Medium (3.1-4.0),183,74,109,0,40,44,2,60
Careful Random Agent,Transporter Speed,Fast (4.1-5.0),171,63,108,0,36,84,1,94
Careful Random Agent,Growth Rate,Low (0.02-0.08),113,53,60,0,46,90,2,84
Careful Random Agent,Growth Rate,Medium (0.09-0.15),207,66,141,0,31,88,2,70
Careful Random Agent,Growth Rate,High (0.16-0.20),153,49,104,0,32,03,2,28
Careful Random Agent,Neutral Ratio,Low Neutral (0.20-0.28),183,57,126,0,31,15,2,52
Careful Random Agent,Neutral Ratio,Medium Neutral (0.29-0.32),174,63,111,0,36,21,2,71
Careful Random Agent,Neutral Ratio,High Neutral (0.33-0.40),113,42,71,0,37,17,2,28
Careful Random Agent,Game Duration,Short (400-800),217,71,146,0,32,72,2,10
Careful Random Agent,Game Duration,Medium (801-1200),217,74,143,0,34,10,2,67
Careful Random Agent,Game Duration,Long (1201-1500),166,63,103,0,37,95,3,27
TeamTitansAgentV2-H50,Planet Count,Small (10-15),162,123,39,0,75,93,2,09
TeamTitansAgentV2-H50,Planet Count,Medium (16-22),188,161,27,0,85,64,5,32
TeamTitansAgentV2-H50,Planet Count,Large (23-30),250,235,15,0,94,00,10,40
TeamTitansAgentV2-H50,Transporter Speed,Slow (2.0-3.0),192,154,38,0,80,21,8,91
TeamTitansAgentV2-H50,Transporter Speed,Medium (3.1-4.0),172,145,27,0,84,30,6,71
TeamTitansAgentV2-H50,Transporter Speed,Fast (4.1-5.0),182,171,11,0,93,96,4,40
TeamTitansAgentV2-H50,Growth Rate,Low (0.02-0.08),117,96,21,0,82,05,6,41
TeamTitansAgentV2-H50,Growth Rate,Medium (0.09-0.15),230,200,30,0,86,96,6,96
TeamTitansAgentV2-H50,Growth Rate,High (0.16-0.20),135,116,19,0,85,93,6,28
TeamTitansAgentV2-H50,Neutral Ratio,Low Neutral (0.20-0.28),201,174,27,0,86,57,6,45
TeamTitansAgentV2-H50,Neutral Ratio,Medium Neutral (0.29-0.32),175,156,19,0,89,14,5,99
TeamTitansAgentV2-H50,Neutral Ratio,High Neutral (0.33-0.40),100,82,18,0,82,00,7,22
