Agent,Category,Range,Games,Wins,Losses,Draws,WinRate,AvgDuration
StrategicAgent-10-10-50,Planet Count,Small (10-15),82,52,30,0,63,41,6,33
StrategicAgent-10-10-50,Planet Count,Medium (16-22),106,66,40,0,62,26,13,38
StrategicAgent-10-10-50,Planet Count,Large (23-30),112,42,70,0,37,50,20,20
StrategicAgent-10-10-50,Transporter Speed,Slow (2.0-3.0),92,58,34,0,63,04,15,63
StrategicAgent-10-10-50,Transporter Speed,Medium (3.1-4.0),76,41,35,0,53,95,13,72
StrategicAgent-10-10-50,Transporter Speed,Fast (4.1-5.0),108,55,53,0,50,93,11,25
StrategicAgent-10-10-50,Growth Rate,Low (0.02-0.08),49,24,25,0,48,98,13,53
StrategicAgent-10-10-50,Growth Rate,Medium (0.09-0.15),119,64,55,0,53,78,13,80
StrategicAgent-10-10-50,Growth Rate,High (0.16-0.20),82,45,37,0,54,88,13,38
StrategicAgent-10-10-50,Neutral Ratio,Low Neutral (0.20-0.28),102,54,48,0,52,94,15,70
StrategicAgent-10-10-50,Neutral Ratio,Medium Neutral (0.29-0.32),92,48,44,0,52,17,13,83
StrategicAgent-10-10-50,Neutral Ratio,High Neutral (0.33-0.40),44,18,26,0,40,91,12,78
StrategicAgent-10-10-50,Game Duration,Short (400-800),110,54,56,0,49,09,9,64
StrategicAgent-10-10-50,Game Duration,Medium (801-1200),116,64,52,0,55,17,15,74
StrategicAgent-10-10-50,Game Duration,Long (1201-1500),74,42,32,0,56,76,17,74
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Small (10-15),85,28,53,4,32,94,3,86
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Medium (16-22),111,47,60,4,42,34,8,05
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Large (23-30),104,57,46,1,54,81,15,97
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Slow (2.0-3.0),110,41,61,8,37,27,8,23
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Medium (3.1-4.0),77,39,37,1,50,65,9,54
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Fast (4.1-5.0),89,39,50,0,43,82,10,68
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Low (0.02-0.08),65,28,36,1,43,08,8,45
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Medium (0.09-0.15),114,56,58,0,49,12,9,90
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,High (0.16-0.20),74,29,39,6,39,19,7,95
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Low Neutral (0.20-0.28),104,46,54,4,44,23,8,81
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Medium Neutral (0.29-0.32),99,37,60,2,37,37,10,08
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,High Neutral (0.33-0.40),43,20,22,1,46,51,11,45
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Short (400-800),116,63,50,3,54,31,7,92
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Medium (801-1200),104,44,56,4,42,31,8,55
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Long (1201-1500),80,25,53,2,31,25,13,44
EvoAgent-200-20-0.5-true,Planet Count,Small (10-15),86,31,55,0,36,05,3,48
EvoAgent-200-20-0.5-true,Planet Count,Medium (16-22),100,36,64,0,36,00,7,46
EvoAgent-200-20-0.5-true,Planet Count,Large (23-30),114,38,76,0,33,33,14,09
EvoAgent-200-20-0.5-true,Transporter Speed,Slow (2.0-3.0),93,37,56,0,39,78,9,01
EvoAgent-200-20-0.5-true,Transporter Speed,Medium (3.1-4.0),87,31,56,0,35,63,9,22
EvoAgent-200-20-0.5-true,Transporter Speed,Fast (4.1-5.0),95,23,72,0,24,21,7,23
EvoAgent-200-20-0.5-true,Growth Rate,Low (0.02-0.08),52,18,34,0,34,62,8,02
EvoAgent-200-20-0.5-true,Growth Rate,Medium (0.09-0.15),126,47,79,0,37,30,9,31
EvoAgent-200-20-0.5-true,Growth Rate,High (0.16-0.20),79,26,53,0,32,91,9,06
EvoAgent-200-20-0.5-true,Neutral Ratio,Low Neutral (0.20-0.28),94,34,60,0,36,17,10,48
EvoAgent-200-20-0.5-true,Neutral Ratio,Medium Neutral (0.29-0.32),92,31,61,0,33,70,8,48
EvoAgent-200-20-0.5-true,Neutral Ratio,High Neutral (0.33-0.40),54,23,31,0,42,59,7,83
EvoAgent-200-20-0.5-true,Game Duration,Short (400-800),108,21,87,0,19,44,6,11
EvoAgent-200-20-0.5-true,Game Duration,Medium (801-1200),113,43,70,0,38,05,10,41
EvoAgent-200-20-0.5-true,Game Duration,Long (1201-1500),79,41,38,0,51,90,10,34
StrategicAgentImproved-H50,Planet Count,Small (10-15),79,51,24,4,64,56,5,06
StrategicAgentImproved-H50,Planet Count,Medium (16-22),103,57,42,4,55,34,12,41
StrategicAgentImproved-H50,Planet Count,Large (23-30),118,86,31,1,72,88,26,58
StrategicAgentImproved-H50,Transporter Speed,Slow (2.0-3.0),91,49,34,8,53,85,18,10
StrategicAgentImproved-H50,Transporter Speed,Medium (3.1-4.0),84,50,33,1,59,52,15,68
StrategicAgentImproved-H50,Transporter Speed,Fast (4.1-5.0),96,77,19,0,80,21,12,96
StrategicAgentImproved-H50,Growth Rate,Low (0.02-0.08),42,33,8,1,78,57,15,94
StrategicAgentImproved-H50,Growth Rate,Medium (0.09-0.15),125,75,50,0,60,00,14,65
StrategicAgentImproved-H50,Growth Rate,High (0.16-0.20),83,53,24,6,63,86,16,02
StrategicAgentImproved-H50,Neutral Ratio,Low Neutral (0.20-0.28),92,58,30,4,63,04,18,04
StrategicAgentImproved-H50,Neutral Ratio,Medium Neutral (0.29-0.32),103,75,26,2,72,82,15,88
StrategicAgentImproved-H50,Neutral Ratio,High Neutral (0.33-0.40),55,36,18,1,65,45,14,65
StrategicAgentImproved-H50,Game Duration,Short (400-800),114,83,28,3,72,81,11,76
StrategicAgentImproved-H50,Game Duration,Medium (801-1200),109,66,39,4,60,55,16,32
StrategicAgentImproved-H50,Game Duration,Long (1201-1500),77,45,30,2,58,44,22,01
