Agent,Category,Range,Games,Wins,Losses,Draws,WinRate,AvgDuration
StrategicAgentDynamic,Planet Count,Small (10-15),37,14,17,6,37,84,1,34
StrategicAgentDynamic,Planet Count,Medium (16-22),36,20,16,0,55,56,1,50
StrategicAgentDynamic,Planet Count,Large (23-30),27,14,13,0,51,85,4,25
StrategicAgentDynamic,Transporter Speed,Slow (2.0-3.0),28,13,12,3,46,43,3,04
StrategicAgentDynamic,Transporter Speed,Medium (3.1-4.0),28,14,11,3,50,00,1,51
StrategicAgentDynamic,Transporter Speed,Fast (4.1-5.0),34,17,17,0,50,00,2,04
StrategicAgentDynamic,Growth Rate,Low (0.02-0.08),19,7,12,0,36,84,1,81
StrategicAgentDynamic,Growth Rate,Medium (0.09-0.15),39,16,21,2,41,03,1,96
StrategicAgentDynamic,Growth Rate,High (0.16-0.20),28,17,7,4,60,71,2,48
StrategicAgentDynamic,Neutral Ratio,Low Neutral (0.20-0.28),33,17,16,0,51,52,1,64
StrategicAgentDynamic,Neutral Ratio,Medium Neutral (0.29-0.32),25,11,12,2,44,00,2,63
StrategicAgentDynamic,Neutral Ratio,High Neutral (0.33-0.40),24,11,12,1,45,83,2,03
StrategicAgentDynamic,Game Duration,Short (400-800),29,14,12,3,48,28,1,71
StrategicAgentDynamic,Game Duration,Medium (801-1200),36,16,17,3,44,44,2,61
StrategicAgentDynamic,Game Duration,Long (1201-1500),35,18,17,0,51,43,2,13
TeamTitansAgent,Planet Count,Small (10-15),37,17,14,6,45,95,1,34
TeamTitansAgent,Planet Count,Medium (16-22),36,16,20,0,44,44,1,50
TeamTitansAgent,Planet Count,Large (23-30),27,13,14,0,48,15,4,25
TeamTitansAgent,Transporter Speed,Slow (2.0-3.0),28,12,13,3,42,86,3,04
TeamTitansAgent,Transporter Speed,Medium (3.1-4.0),28,11,14,3,39,29,1,51
TeamTitansAgent,Transporter Speed,Fast (4.1-5.0),34,17,17,0,50,00,2,04
TeamTitansAgent,Growth Rate,Low (0.02-0.08),19,12,7,0,63,16,1,81
TeamTitansAgent,Growth Rate,Medium (0.09-0.15),39,21,16,2,53,85,1,96
TeamTitansAgent,Growth Rate,High (0.16-0.20),28,7,17,4,25,00,2,48
TeamTitansAgent,Neutral Ratio,Low Neutral (0.20-0.28),33,16,17,0,48,48,1,64
TeamTitansAgent,Neutral Ratio,Medium Neutral (0.29-0.32),25,12,11,2,48,00,2,63
TeamTitansAgent,Neutral Ratio,High Neutral (0.33-0.40),24,12,11,1,50,00,2,03
TeamTitansAgent,Game Duration,Short (400-800),29,12,14,3,41,38,1,71
TeamTitansAgent,Game Duration,Medium (801-1200),36,17,16,3,47,22,2,61
TeamTitansAgent,Game Duration,Long (1201-1500),35,17,18,0,48,57,2,13
