Agent,Category,Range,Games,Wins,Losses,Draws,WinRate,AvgDuration
StrategicAgentDynamic,Planet Count,Small (10-15),97,92,5,0,94,85,2,04
StrategicAgentDynamic,Planet Count,Medium (16-22),159,150,9,0,94,34,4,20
StrategicAgentDynamic,Planet Count,Large (23-30),144,142,2,0,98,61,8,01
StrategicAgentDynamic,Transporter Speed,Slow (2.0-3.0),127,115,12,0,90,55,6,95
StrategicAgentDynamic,Transporter Speed,Medium (3.1-4.0),102,99,3,0,97,06,4,23
StrategicAgentDynamic,Transporter Speed,Fast (4.1-5.0),136,135,1,0,99,26,3,74
StrategicAgentDynamic,Growth Rate,Low (0.02-0.08),71,66,5,0,92,96,5,08
StrategicAgentDynamic,Growth Rate,Medium (0.09-0.15),148,142,6,0,95,95,4,88
StrategicAgentDynamic,Growth Rate,High (0.16-0.20),101,99,2,0,98,02,5,45
StrategicAgentDynamic,Neutral Ratio,Low Neutral (0.20-0.28),122,115,7,0,94,26,4,64
StrategicAgentDynamic,Neutral Ratio,Medium Neutral (0.29-0.32),123,120,3,0,97,56,5,41
StrategicAgentDynamic,Neutral Ratio,High Neutral (0.33-0.40),73,69,4,0,94,52,4,76
StrategicAgentDynamic,Game Duration,Short (400-800),133,126,7,0,94,74,3,89
StrategicAgentDynamic,Game Duration,Medium (801-1200),161,156,5,0,96,89,5,44
StrategicAgentDynamic,Game Duration,Long (1201-1500),106,102,4,0,96,23,5,92
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Small (10-15),99,20,78,1,20,20,2,26
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Medium (16-22),164,28,135,1,17,07,5,04
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Large (23-30),137,35,102,0,25,55,9,80
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Slow (2.0-3.0),124,32,91,1,25,81,6,63
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Medium (3.1-4.0),114,21,92,1,18,42,6,09
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Fast (4.1-5.0),123,25,98,0,20,33,5,43
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Low (0.02-0.08),69,22,46,1,31,88,5,62
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Medium (0.09-0.15),149,29,119,1,19,46,6,98
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,High (0.16-0.20),92,15,77,0,16,30,5,62
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Low Neutral (0.20-0.28),127,25,102,0,19,69,4,67
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Medium Neutral (0.29-0.32),112,24,88,0,21,43,6,37
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,High Neutral (0.33-0.40),83,22,60,1,26,51,6,81
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Short (400-800),147,48,98,1,32,65,3,86
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Medium (801-1200),140,21,118,1,15,00,6,30
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Long (1201-1500),113,14,99,0,12,39,8,34
StrategicAgentImproved-H100,Planet Count,Small (10-15),104,80,24,0,76,92,3,75
StrategicAgentImproved-H100,Planet Count,Medium (16-22),145,114,30,1,78,62,9,80
StrategicAgentImproved-H100,Planet Count,Large (23-30),151,112,39,0,74,17,18,13
StrategicAgentImproved-H100,Transporter Speed,Slow (2.0-3.0),131,102,28,1,77,86,15,22
StrategicAgentImproved-H100,Transporter Speed,Medium (3.1-4.0),111,89,22,0,80,18,11,18
StrategicAgentImproved-H100,Transporter Speed,Fast (4.1-5.0),122,86,36,0,70,49,8,11
StrategicAgentImproved-H100,Growth Rate,Low (0.02-0.08),75,62,13,0,82,67,11,23
StrategicAgentImproved-H100,Growth Rate,Medium (0.09-0.15),157,118,38,1,75,16,10,70
StrategicAgentImproved-H100,Growth Rate,High (0.16-0.20),92,67,25,0,72,83,13,35
StrategicAgentImproved-H100,Neutral Ratio,Low Neutral (0.20-0.28),123,98,25,0,79,67,11,17
StrategicAgentImproved-H100,Neutral Ratio,Medium Neutral (0.29-0.32),115,84,31,0,73,04,10,91
StrategicAgentImproved-H100,Neutral Ratio,High Neutral (0.33-0.40),72,60,12,0,83,33,12,14
StrategicAgentImproved-H100,Game Duration,Short (400-800),147,118,29,0,80,27,8,90
StrategicAgentImproved-H100,Game Duration,Medium (801-1200),142,101,40,1,71,13,11,80
StrategicAgentImproved-H100,Game Duration,Long (1201-1500),111,87,24,0,78,38,14,11
EvoAgent-200-20-0.5-true,Planet Count,Small (10-15),104,23,81,0,22,12,2,50
EvoAgent-200-20-0.5-true,Planet Count,Medium (16-22),147,31,116,0,21,09,4,57
EvoAgent-200-20-0.5-true,Planet Count,Large (23-30),149,38,111,0,25,50,7,51
EvoAgent-200-20-0.5-true,Transporter Speed,Slow (2.0-3.0),121,30,91,0,24,79,6,75
EvoAgent-200-20-0.5-true,Transporter Speed,Medium (3.1-4.0),110,25,85,0,22,73,4,99
EvoAgent-200-20-0.5-true,Transporter Speed,Fast (4.1-5.0),136,27,109,0,19,85,4,02
EvoAgent-200-20-0.5-true,Growth Rate,Low (0.02-0.08),78,17,61,0,21,79,5,84
EvoAgent-200-20-0.5-true,Growth Rate,Medium (0.09-0.15),141,29,112,0,20,57,5,55
EvoAgent-200-20-0.5-true,Growth Rate,High (0.16-0.20),100,23,77,0,23,00,4,57
EvoAgent-200-20-0.5-true,Neutral Ratio,Low Neutral (0.20-0.28),115,28,87,0,24,35,5,37
